name,url_slug,url,pdf_url,website,tags,meal_type,address,latitude,longitude
The Press Club Grill,the-press-club-grill,https://www.nyctourism.com/restaurant-week/the-press-club-grill,https://assets.ctfassets.net/1aemqu6a6t65/3pjciCxN4Ln3i7K1Ggs346/14f5a497622463aa3fc08ad4bcb6204d/Restaurant_Week_Menu.pdf,https://www.pressclubgrill.com,Restaurants; Koreatown; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (Traditional); Steakhouse; Vegetarian Options; Vegan Options; Gluten-Free,Lunch_Price_30; Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"1262 Broadway,Manhattan,10001,NY",40.748453,-73.98759
ilili,ilili-restaurant,https://www.nyctourism.com/restaurant-week/ilili-restaurant,,https://www.ililirestaurants.com/location/ilili-nyc,Restaurants; Nomad; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Mediterranean; Middle Eastern; Vegetarian Options; Vegan Options; Internet; $$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45,"236 Fifth Ave.,Manhattan,10001,NY",40.7444147,-73.9879195
Mareluna - Soho,mareluna-soho,https://www.nyctourism.com/restaurant-week/mareluna-soho,,https://www.marelunanyc.com,Restaurants; Soho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Woman Owned; Italian; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Dinner_Price_60; Sunday_LunchBrunch_Price_30; Sunday_Dinner_Price_60,"137 Sullivan St.,Manhattan,10012,NY",40.726843,-74.0019013
Gupshup,gupshup,https://www.nyctourism.com/restaurant-week/gupshup,,https://www.gupshupnyc.com,Restaurants; Gramercy; Manhattan; New York City; Mastercard Offer; Large Print; Braille; Wheelchair Accessible; Halal; Asian American Owned; Indian; Vegetarian Options; Vegan Options; Gluten-Free; $$$; $$$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_45; Sunday_LunchBrunch_Price_45; Dinner_Price_60,"115 E. 18th St.,Manhattan,10003,NY",40.7368777,-73.98764
Gabriel's Bar & Restaurant,gabriels-bar-restaurant,https://www.nyctourism.com/restaurant-week/gabriels-bar-restaurant,,https://www.gabrielsbarandrest.com,Restaurants; Midtown West; Manhattan; New York City; Large Print; Braille; Wheelchair Accessible; LGBTQ+ Owned; Woman Owned; Latino Owned; Black Owned; Asian American Owned; Italian; Kosher; Vegetarian Options; Vegan Options; Gluten-Free; Internet; $$$$; Member Organization,Lunch_Price_30; Dinner_Price_60; Sunday_Dinner_Price_60,"40 Central Park South,Manhattan,10019,NY",40.7651362,-73.9757026
Le Rock,le-rock,https://www.nyctourism.com/restaurant-week/le-rock,,https://www.lerocknyc.com,Restaurants; Midtown West; Manhattan; New York City; Wheelchair Accessible; French; $$$$,Lunch_Price_45,"45 Rockefeller Plaza,Manhattan,10011,NY",40.7591523,-73.9777136
Cocotazo,cocotazo,https://www.nyctourism.com/restaurant-week/cocotazo,,https://cocotazocateringllc.com/home/cocotazo-at-la-marqueta,Restaurants; East Harlem; Manhattan; New York City; Large Print; Wheelchair Accessible; LGBTQ+ Owned; Woman Owned; Latino Owned; Puerto Rican; $$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"1590 Park Ave.,Manhattan,10029,NY",40.7978176,-73.9445796
Jungly,jungly,https://www.nyctourism.com/restaurant-week/jungly,https://assets.ctfassets.net/1aemqu6a6t65/3raAua4P9JxoP7iY1JKrgP/d90f549347b906d7828d82882a72490e/RESTAURANT_WEEK_MENU_2023-100.pdf,https://junglynyc.com,Restaurants; Long Island City; Queens; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Asian American Owned; American (New); Eclectic; Vegetarian Options; Vegan Options; Gluten-Free; $$$,Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"12-23 Jackson Ave.,Queens,11101,NY",40.7440197,-73.9503586
Chu Ros Thai,chu-ros-thai,https://www.nyctourism.com/restaurant-week/chu-ros-thai,,https://www.churosthainyc.com,Restaurants; East Harlem; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Woman Owned; Thai; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Member Organization,Dinner_Price_45; Sunday_LunchBrunch_Price_45; Sunday_Dinner_45,"1590 Lexington Ave.,Manhattan,10029,NY",40.7892879,-73.9487257
The Flatiron Room - NoMad,the-flatiron-room,https://www.nyctourism.com/restaurant-week/the-flatiron-room,https://assets.ctfassets.net/1aemqu6a6t65/3KkFys6Fi2Xs8JDb80cRFS/24543cc0904eee6a86395867a46f1c54/NoMad_RW_Menu_Summer_2023.pdf,https://www.theflatironroom.com/nomad-home,Restaurants; Nomad; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Fireplace(s); Bar; Jazz; Live Music; Member Organization; Club; Lounge; Cocktails; Whiskey Bar; Private Function Room(s),Dinner_Price_60; Sunday_Dinner_Price_60,"37 W. 26th St.,Manhattan,10010,NY",40.7445865,-73.9904569
The Flatiron Room - Murray Hill,the-flatiron-room-murray-hill,https://www.nyctourism.com/restaurant-week/the-flatiron-room-murray-hill,https://assets.ctfassets.net/1aemqu6a6t65/7BdS7pctcipiASTR89DB9s/48e46b146f24f35d68a40b39d334d645/MH_RW_Menu_Summer_2023.pdf,https://www.theflatironroom.com/murray-hill-home,Restaurants; Murray Hill; Manhattan; New York City; Organic; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$$$; Fireplace(s); Live Music; Member Organization; Private Function Room(s); Outdoor Dining; Live Music,Dinner_Price_60; Sunday_Dinner_Price_60,"9 E. 37th St.,Manhattan,10016,NY",40.7501775,-73.9821594
Pappardella,pappardella,https://www.nyctourism.com/restaurant-week/pappardella,,https://www.pappardella.com,Restaurants; Upper West Side; Manhattan; New York City; Italian; $$$; Outdoor Dining,Lunch_Price_30; Dinner_Price_60,"316 Columbus Ave.,Manhattan,10023,NY",40.779347,-73.9776056
Goa New York,goa-new-york,https://www.nyctourism.com/restaurant-week/goa-new-york,https://assets.ctfassets.net/1aemqu6a6t65/7q68EMjGOc7Ca0E7lPxIJ8/46471571232976c6a5d9a4a466ddc2bc/1_PDFsam_PDFsam_merge.pdf,https://www.goa-nyc.com,Restaurants; Tribeca; Manhattan; New York City; Asian American Owned; Indian; Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Mastercard Offer,Dinner_Price_60; Sunday_Dinner_Price_60,"78 Leonard St.,Manhattan,10013,NY",40.7172455,-74.0053002
Boqueria - West 40th St,boqueria-west-40th-st,https://www.nyctourism.com/restaurant-week/boqueria-west-40th-st,https://assets.ctfassets.net/1aemqu6a6t65/3jOFbxBuqrRTjEJcfgHggu/386ef3c31859f281218a7457417fafaa/NYC_Restaurant_Week_Summer_2023-7.pdf,https://boqueriarestaurant.com/tapas-bar-nyc-west-40th,Restaurants; Garment District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Spanish; $$$,Dinner_Price_45; Sunday_Dinner_45; Lunch_Price_30; Sunday_LunchBrunch_Price_30,"260 W. 40th St.,Manhattan,10018,NY",40.7554625,-73.9900798
Boqueria - Soho,boqueria-soho,https://www.nyctourism.com/restaurant-week/boqueria-soho,https://assets.ctfassets.net/1aemqu6a6t65/4JQuTrzM42YzQp1FoYrpTU/fa110ba5cb68533c9852c05d3d0e9910/NYC_Restaurant_Week_Summer_2023-7.pdf,https://boqueriarestaurant.com/tapas-bar-nyc-soho,Restaurants; Soho; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Spanish; $$$,Dinner_Price_45; Sunday_Dinner_45; Lunch_Price_30; Sunday_LunchBrunch_Price_30,"171 Spring St.,Manhattan,10012,NY",40.7248676,-74.0021707
Boqueria - Flatiron,boqueria-flatiron,https://www.nyctourism.com/restaurant-week/boqueria-flatiron,https://assets.ctfassets.net/1aemqu6a6t65/3nvMs1Q0iLVDdDRRFapkVO/e730a7aa9b964a8c669ab259c3f9aab1/NYC_Restaurant_Week_Summer_2023-7.pdf,https://boqueriarestaurant.com/tapas-bar-nyc-flatiron,Restaurants; Flatiron District; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Spanish; $$$,Dinner_Price_45; Sunday_Dinner_45; Lunch_Price_30; Sunday_LunchBrunch_Price_30,"53 W. 19th St.,Manhattan,10011,NY",40.740279,-73.9937306
RW Prime,rw-prime,https://www.nyctourism.com/restaurant-week/rw-prime,,http://www.rwnewyork.com/dining/rw-prime-steakhouse,Restaurants; Jamaica; Queens; New York City; Large Print; Wheelchair Accessible; American (New); Internet; $$$$; Member Organization,Dinner_Price_60; Sunday_Dinner_Price_60,"Resorts World Casino New York City, 110-00 Rockaway Blvd.,Queens,11420,NY",40.6728572,-73.832624
Lexington Pizza Parlour,lexington-pizza-parlour,https://www.nyctourism.com/restaurant-week/lexington-pizza-parlour,,https://www.lexingtonpizzaparlour.com,Restaurants; East Harlem; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Veteran Owned; Italian; Pizza; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Outdoor Dining,Dinner_Price_45; Sunday_Dinner_Price_45,"1590 Lexington Ave.,Manhattan,10029,NY",40.7892879,-73.9487257
Antica Pesa,antica-pesa,https://www.nyctourism.com/restaurant-week/antica-pesa,https://assets.ctfassets.net/1aemqu6a6t65/snwAcVyH4rbMHQpsXIOXO/e226c020fb3c8cf33ab53fb574739b36/Antica_Pesa_Restaurant_Week_Menu_Summer_2023.pdf,https://www.anticapesa.com/antica-pesa-new-york-2,Restaurants; Williamsburg; Brooklyn; New York City; Mastercard Offer; Organic; Wheelchair Accessible; Italian; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$$; Fireplace(s); Member Organization; Gift Cards Available; Outdoor Dining,Dinner_Price_60; Sunday_Dinner_Price_60,"115 Berry St.,Brooklyn,11249,NY",40.7188116,-73.9586417
Lavo,lavo-restaurant,https://www.nyctourism.com/restaurant-week/lavo-restaurant,,https://taogroup.com/venues/lavo-italian-restaurant-new-york,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Italian; Internet; $$$; Dancing/Nightclub; DJs; Member Organization,Dinner_Price_45; Lunch_Price_30,"39 E. 58th St.,Manhattan,10022,NY",40.7629313,-73.9714374
The Consulate Midtown,the-consulate-midtown,https://www.nyctourism.com/restaurant-week/the-consulate-midtown,https://assets.ctfassets.net/1aemqu6a6t65/7mMNgBYPAjvef2iS3ddUZe/3e279ba0f9fb303f81e3c3b7aed1537c/restaurant_week_summer_2023_menu.pdf,https://midtown.theconsulate.nyc,Restaurants; Midtown West; Manhattan; New York City; Large Print; Wheelchair Accessible; French; Eclectic; American (New); $$$$; Mastercard Offer,Dinner_Price_60; Sunday_Dinner_Price_60,"44 W. 56th St.,Manhattan,10019,NY",40.7630945,-73.9766369
Leña,lena,https://www.nyctourism.com/restaurant-week/lena,https://assets.ctfassets.net/1aemqu6a6t65/39bxZMnkrjqvqBgVFgM3Mx/3b588bf9c75632309699d31498f91634/MLS-NY-C-Lena-RW-Menu-230616-V2.pdf,https://www.littlespain.com/restaurant/lena,Restaurants; Hudson Yards; Manhattan; New York City; Wheelchair Accessible; Latino Owned; Spanish; $$$$; Member Organization; Kid-Friendly; Free WiFi,Lunch_Price_45,"10 Hudson Yards,Manhattan,10001,NY",40.7526964,-74.0011033
The Stone House at Clove Lakes,the-stone-house-at-clove-lakes,https://www.nyctourism.com/restaurant-week/the-stone-house-at-clove-lakes,https://assets.ctfassets.net/1aemqu6a6t65/1qJoIkHnEgBOBAjm4XxJ60/fad078045a9c2fe7f1ef2096ca46ad13/NYC_Rest_Week_-_Stone.pdf,https://thestonehousesi.com,Restaurants; Castleton Corners; Staten Island; New York City; Wheelchair Accessible; American (New); Vegetarian Options; Vegan Options; Gluten-Free; $$$$; Member Organization,Lunch_Price_45; Dinner_Price_45,"1150 Clove Rd.,Staten Island,10301,NY",40.6176972,-74.108167
Vinatería,vinateria,https://www.nyctourism.com/restaurant-week/vinateria,,https://www.vinaterianyc.com,Restaurants; Harlem; Manhattan; New York City; Wheelchair Accessible; Black Owned; Italian; $$$; Member Organization; Gift Cards Available; Outdoor Dining,Dinner_Price_60; Sunday_Dinner_Price_60,"2211 Frederick Douglass Blvd.,Manhattan,10026,NY",40.8066227,-73.9540329
Strip House Speakeasy,strip-house-speakeasy,https://www.nyctourism.com/restaurant-week/strip-house-speakeasy,,https://www.striphouse.com/location/striphouse-speakeasy,Restaurants; Greenwich Village; Manhattan; New York City; Wheelchair Accessible; Steakhouse; Free WiFi; Internet; $$$; Member Organization; Outdoor Dining,Dinner_Price_60; Sunday_Dinner_Price_60,"11 E. 12th St.,New York,10003,NY",40.7344318,-73.9933834
Mamo,mamo-restaurant,https://www.nyctourism.com/restaurant-week/mamo-restaurant,,https://www.mamonyc.com,Restaurants; Soho; Manhattan; New York City; Wheelchair Accessible; Italian; $$$$; Member Organization; Outdoor Dining,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_Price_60,"323 West Broadway,Manhattan,10013,NY",40.7219097,-74.0039152
Nino's,ninos-restaurant,https://www.nyctourism.com/restaurant-week/ninos-restaurant,https://assets.ctfassets.net/1aemqu6a6t65/3pSGXBRmaq6GMj1NGs1HZS/1c7764edcf9379faa76c995fd841248d/Nino_pdf.pdf,https://www.ninosnyc.com,Restaurants; Upper East Side; Manhattan; New York City; Large Print; Wheelchair Accessible; Italian; Vegetarian Options; Free WiFi; Internet; $$$; Member Organization; Gift Cards Available; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"1354 First Ave.,Manhattan,10021,NY",40.7680725,-73.9552079
The Leopard at Des Artistes,leopard-at-des-artistes,https://www.nyctourism.com/restaurant-week/leopard-at-des-artistes,https://assets.ctfassets.net/1aemqu6a6t65/3tqqv9TnCZp1trFQciuegD/df9ccec3452839050ebda03f6e26ed08/TheLeopard_NYCRW_SUMMER_2023.pdf,https://www.theleopardnyc.com,Restaurants; Upper West Side; Manhattan; New York City; Wheelchair Accessible; Woman Owned; Italian; Vegetarian Options; Gluten-Free; Free WiFi; Internet; $$$$; Member Organization; Outdoor Dining,Dinner_Price_60; Sunday_LunchBrunch_Price_60; Sunday_Dinner_Price_60,"1 W. 67th St.,Manhattan,10023,NY",40.773502,-73.9789261
Sarabeth's Upper West Side,sarabeths-upper-west-side,https://www.nyctourism.com/restaurant-week/sarabeths-upper-west-side,https://downloads.ctfassets.net/1aemqu6a6t65/72KuNVIhGZSWI9srzGPqt2/a13a80469b51ffefe76a0a655558eb0e/Sarabeth-s_Summer_2023_RW_Menu__1___1___2_.pdf,https://sarabethsrestaurants.com/locations/upper-west-side,Restaurants; Upper West Side; Manhattan; New York City; Organic; American (New); Kosher; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Live Music; Member Organization; Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_Dinner_45,"423 Amsterdam Ave.,Manhattan,10024,NY",40.7838797,-73.9774244
Redeye Grill,redeye-grill,https://www.nyctourism.com/restaurant-week/redeye-grill,https://assets.ctfassets.net/1aemqu6a6t65/3y2AkoOcDWQNM5NTr69Gj3/336aafe7bc01bcb431a7c0351c5c3c7f/PDFsam_merge.pdf,https://www.redeyegrill.com,Restaurants; Midtown West; Manhattan; New York City; Wheelchair Accessible; American (New); Seafood; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$; Member Organization; Private Function Room(s); Outdoor Dining,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"890 Seventh Ave.,Manhattan,10019,NY",40.765,-73.9805
Roey's,roeys,https://www.nyctourism.com/restaurant-week/roeys,https://assets.ctfassets.net/1aemqu6a6t65/4WUA346PL8GZMVe3X4V7ZA/cdd87e49f7b7a501c1ab35feb7c172a3/Roey-s_Summer_RW_23_Menu.pdf,https://www.roeysnyc.com,Restaurants; West Village; Manhattan; New York City; Wheelchair Accessible; Italian; Vegetarian Options; Gluten-Free; $$$$; Member Organization,Dinner_Price_30; Sunday_Dinner_30,"1 Perry St.,Manhattan,10014,NY",40.7359857,-74.0009892
Calle Dao - Chelsea,,,https://assets.ctfassets.net/1aemqu6a6t65/2CiNmJBi4TZbs9mpCrLods/586ed990625491e20e4ab30e4370cf34/MLSOHO_Summer_NYCRW_Dinner_Lunch_Brunch_Prix-Fixe__1_.pdf,https://www.calledao.com/location/calle-dao-chelsea,Restaurants; Chelsea; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; Cuban; Chinese; Asian Fusion; Vegetarian Options; Vegan Options; Gluten-Free; $$$$,Lunch_Price_30; Dinner_Price_45; Sunday_LunchBrunch_Price_30; Sunday_Dinner_45,"461 W. 23rd St.,Manhattan,10011,NY",40.7476544,-74.0035248
Ben & Jack's Steakhouse—44th Street,ben-jacks-steakhouse-44th-street,https://www.nyctourism.com/restaurant-week/ben-jacks-steakhouse-44th-street,https://assets.ctfassets.net/1aemqu6a6t65/68xArMv1IC09FRUCqgIJTD/89d3ab0d97cfbc473bd20f45c363f2fd/PDFsam_merge.pdf,https://benandjackssteakhouse.com,Restaurants; Midtown East; Manhattan; New York City; Mastercard Offer; Large Print; Wheelchair Accessible; Steakhouse; Gluten-Free; Free WiFi; Internet; $$$$; Member Organization; Gift Cards Available; Outdoor Dining,Lunch_Price_45; Dinner_Price_60,"219 E. 44th St.,Manhattan,10017,NY",40.751837,-73.972356
Rosevale Kitchen + Cocktail Room,rosevale-kitchen-cocktail-room,https://www.nyctourism.com/restaurant-week/rosevale-kitchen-cocktail-room,,https://rosevalenyc.com,Restaurants; Hells Kitchen; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; American (New); Vegetarian Options; $$$$; Lounge; Cocktails,Sunday_LunchBrunch_Price_30; Dinner_Price_45,"Civilian Hotel, 305 W. 48th St.,Manhattan,10036,NY",40.76143,-73.987451
Parklife,parklife,https://www.nyctourism.com/restaurant-week/parklife,,https://parklifebk.com,Restaurants; Gowanus; Brooklyn; New York City; Mastercard Offer; Organic; Wheelchair Accessible; Woman Owned; Asian American Owned; Mexican; Vegetarian Options; Gluten-Free; Internet; $$; $$$; Fireplace(s); Free WiFi; Bar; Member Organization; Outdoor Dining,Dinner_Price_30; Sunday_Dinner_Price_30,"636 Degraw St.,Brooklyn,11217,NY",40.6787195,-73.9832095
Cafe Ollin,ollin,https://www.nyctourism.com/restaurant-week/ollin,,https://cafeollinnewyork6.bestcafes.online,Restaurants; East Harlem; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; LGBTQ+ Owned; Mexican; Vegetarian Options; Vegan Options; Gluten-Free; $$$; Outdoor Dining,Lunch_Price_30; Sunday_LunchBrunch_Price_45; Dinner_Price_45; Sunday_Dinner_Price_45,"339 E. 108th St.,Manhattan,10029,NY",40.7911795,-73.9393877
Fonda - Chelsea,fonda-chelsea,https://www.nyctourism.com/restaurant-week/fonda-chelsea,,https://fondarestaurant.com/chelsea,Restaurants; Chelsea; Manhattan; New York City; Mastercard Offer; Wheelchair Accessible; LGBTQ+ Owned; Mexican; Vegetarian Options; Vegan Options; Gluten-Free; $$; $$$; Member Organization; Gift Cards Available; Outdoor Dining,Dinner_Price_60; Sunday_Dinner_Price_60,"189 Ninth Ave.,Manhattan,10011,NY",40.7455599,-74.0023376
Fresco's Grand Cantina,frescos-grand-cantina,https://www.nyctourism.com/restaurant-week/frescos-grand-cantina,,,Restaurants; Astoria; Queens; New York City; Mastercard Offer; Wheelchair Accessible; LGBTQ+ Owned; Latino Owned; Mexican; Vegetarian Options; Vegan Options; Internet; $$$; Free WiFi; LGBT; Live Music; DJs,Dinner_Price_45; Sunday_Dinner_Price_45,"28-50 31st St.,Queens,11102,NY",40.7673698,-73.9213087
Fresco's Cantina,frescos-cantina,https://www.nyctourism.com/restaurant-week/frescos-cantina,,,Restaurants; Astoria; Queens; New York City; Mastercard Offer; Wheelchair Accessible; LGBTQ+ Owned; Latino Owned; Mexican; $$$; Member Organization,Dinner_Price_45; Sunday_Dinner_45,"12-14 31st Ave.,Queens,11106,NY",40.7683887,-73.9330283
Dos Caminos SoHo,dos-caminos-soho,https://www.nyctourism.com/restaurant-week/dos-caminos-soho,https://assets.ctfassets.net/1aemqu6a6t65/6jTJBs4Dy7vbv8sxxSKIQK/71d93a4a3a54a5a2d669bfa78b4c2d18/PDFsam_merge.pdf,https://www.doscaminos.com/soho,Restaurants; Soho; Manhattan; New York City; Wheelchair Accessible; Mexican; Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$; Member Organization; Private Function Room(s); Family; Outdoor Dining,Lunch_Price_30; Dinner_Price_45,"475 West Broadway,Manhattan,10012,NY",40.7266115,-73.999915
Dowling’s at The Carlyle,dowlings-at-the-carlyle,https://www.nyctourism.com/restaurant-week/dowlings-at-the-carlyle,https://assets.ctfassets.net/1aemqu6a6t65/38TVgcD1VbVSfoQTniTZ5G/de2b151e9234c0c2e7b2b4f8394ec847/PDFsam_merge.pdf,http://www.thecarlyle.com,Restaurants; Upper East Side; Manhattan; New York City; Wheelchair Accessible; American (Traditional); Vegetarian Options; Vegan Options; Gluten-Free; Free WiFi; Internet; $$$$$; Member Organization,Lunch_Price_45; Dinner_Price_60; Sunday_LunchBrunch_Price_45; Sunday_Dinner_Price_60,"35 E. 76th St.,Manhattan,10021,NY",40.774416,-73.9631559
